;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments;group;level;days;period;day_of_period;interval;scope;pupils_m;pupils_d;attention_m;attention_d;interactions_m;interactions_d;vector_interact;vector_intention;vector_attention
2588;2343;П5.3;25.10.2022;129;759;758;751;;;;12.0;5.0;4.0;3.0;;;;;12.0;5.0;4.0;3.0;Результатом неудовлетворена, т.к. общее количество времени , потраченное учащимися на ответы, уменьшилось (по сравнению с  протоколом 5-2). Необходимо создавать условия для развития речи учащихся через разнообразные формы работы на уроке.;Время речи учеников;3;284;2;50;0.0;1.0;0.5833333333333334;0.39965262694272663;0.5833333333333334;0.39965262694272663;;;;0.0;
2589;2347;П5.3;26.10.2022;129;758;759;751;;;;11.0;4.0;3.0;4.0;;;;;11.0;4.0;3.0;4.0;"Результатом анализа работы на уроке удовлетворена частично. Больше времени уделила ""мишеням"", чаще спрашивая их, требуя от них полных развернутых ответов, при этом слабым ученикам уделила недостаточно времени на их ответы. В дальнейшем следует брать во внимание всех учащихся класса, используя хоровые ответы или повторение того, что уже было сказано.";Время речи учеников;3;285;2;51;14.0;1.0;0.5;0.4264014327112209;0.5;0.4264014327112209;;;;0.0;
2590;2673;П5.3;09.11.2022;113;826;827;825;1.0;3.0;2.0;7.0;3.0;2.0;2.0;;;;;7.0;3.0;2.0;2.0;Учитель на хорошем уровне владел материалом. Продемонстрировал отличное владение педагогическим мастерством и методикой преподавания. Ученики показали умение работать с учебником, у доски, умение наблюдать, делать выводы по увиденному.;Время речи учеников;3;299;2;65;15.0;1.0;0.5714285714285714;0.4164965639175215;0.5714285714285714;0.4164965639175215;;;;0.0;
2591;2674;П5.3;09.11.2022;113;827;826;825;3.0;4.0;2.0;10.0;4.0;3.0;3.0;;;;;10.0;4.0;3.0;3.0;На уроке цели поставленные мной были реализованы. Присутствовали различные формы работы. Для мотивации учащихся было прочитано стихотворение. Урок был посвящен повторению таблицы умножения. На уроке использовала ИКТ. Психологическая атмосфера на уроке положительная. уроком удовлетворена.;Время речи учеников;3;299;2;65;15.0;1.0;0.55;0.4153311931459038;0.55;0.4153311931459038;;;;0.0;
2592;2998;П5.3;09.11.2022;119;852;853;851;3.0;3.0;2.0;24.0;10.0;8.0;6.0;;;;;25.0;14.0;8.0;3.0;Вцелом урок прошел хорошо.Есть небольшие недоточеты, над которыми еще нужно работать;Время речи учеников;3;299;2;65;37.0;;0.5833333333333334;0.39965262694272663;0.72;0.34871191548325386;;;;-0.1366666666666666;
2593;2669;П5.3;10.11.2022;93;596;597;595;5.0;3.0;2.0;8.0;2.0;2.0;4.0;;;;;8.0;2.0;2.0;4.0;Уроком удовлетворена, так как все намеченные цели достигнуты. На следующих уроках по этой теме попробую добавить другие виды деятельности, чтобы ребятам было интереснее;Время речи учеников;3;300;2;66;22.0;1.0;0.375;0.414578098794425;0.375;0.414578098794425;;;;0.0;
2594;2671;П5.3;10.11.2022;93;597;596;595;7.0;2.0;3.0;6.0;2.0;2.0;2.0;;;;;6.0;2.0;2.0;2.0;Уроком удовлетворена не в полной мере. Не все ребята поняли новый материал. На последующих уроках нужно будет еще поработать над этой темой. Особое внимание уделить слабым ученикам, а усвоившим материал предложу более сложные задания;Время речи учеников;3;300;2;66;22.0;1.0;0.5;0.408248290463863;0.5;0.408248290463863;;;;0.0;
2595;2766;П5.3;11.11.2022;96;625;624;623;2.0;3.0;2.0;5.0;1.0;2.0;2.0;;;;;5.0;1.0;2.0;2.0;Уроком удовлетворена .Дети работали у доски и самостоятельно.;Время речи учеников;3;301;2;67;23.0;1.0;0.4;0.37416573867739417;0.4;0.37416573867739417;;;;0.0;
2596;2974;П5.3;14.11.2022;126;896;895;894;6.0;3.0;2.0;19.0;8.0;9.0;2.0;;;;;19.0;8.0;9.0;2.0;Уроком удовлетворена.Урок понравился. Попытаюсь сохранить такую позицию в дальнейшей работе.;Время речи учеников;3;304;2;70;32.0;1.0;0.6578947368421053;0.3265703591050225;0.6578947368421053;0.3265703591050225;;;;0.0;
2597;3036;П5.3;14.11.2022;118;876;875;874;;4.0;3.0;22.0;8.0;8.0;6.0;;;;;20.0;8.0;7.0;5.0;Работой удовлетворена.  Все справлялись с заданиями, но слабым ученикам, конечно, требовалась помощь. Ответы были достаточно краткими, т.к. это требовал вопрос. Слабым ученикам в основном задавались вопросы  по уточнению нового материала для закрепления. На следующем уроке планирую включить продуктивные вопросы по данной теме.;Время речи учеников;3;304;2;70;7.0;0.9090909090909091;0.5454545454545454;0.39626354032187944;0.575;0.3960744879438715;;;;-0.02954545454545454;
2598;2784;П5.3;15.11.2022;128;733;732;731;;4.0;3.0;8.0;2.0;3.0;3.0;;;;;6.0;1.0;2.0;3.0;Дальнейшие плны:  поднять успеваемость  двух вторых категорий классного  коллектива и при этом не потерять из виду детей из первой категории;Время речи учеников;3;305;2;71;1.0;0.75;0.4375;0.3903123748998999;0.3333333333333333;0.372677996249965;;;;0.10416666666666669;
2599;2659;П5.3;15.11.2022;78;556;949;553;4.0;4.0;2.0;4.0;1.0;2.0;1.0;;;;;4.0;1.0;2.0;1.0;Дальнейшая цель: применять индивидуально-диффеенцированный  подход при работе с мишенями, особенно с мишенью 1.;Время речи учеников;3;305;2;71;21.0;1.0;0.5;0.3535533905932738;0.5;0.3535533905932738;;;;0.0;
2600;2660;П5.3;15.11.2022;78;949;556;553;7.0;3.0;2.0;5.0;0.0;2.0;3.0;;;;;5.0;0.0;2.0;3.0;Думаю, выбранный мной метод работает. Учащиеся стали открыты, легче в общении, даже пересели поближе к столу учителя. Мишени показывают положительную динамику как в поведении, так и в обучении. Цель - продуктивная работа на уроке всех учащихся, благоприятная обстановка в классе.;Время речи учеников;3;305;2;71;20.0;1.0;0.2;0.24494897427831783;0.2;0.24494897427831783;;;;0.0;
2601;2973;П5.3;16.11.2022;126;891;899;892;8.0;3.0;2.0;15.0;9.0;3.0;3.0;;;;;15.0;9.0;3.0;3.0;Урок проведён на высоком уровне. Я бы ничего изменять не стала.;Время речи учеников;3;306;2;72;6.0;1.0;0.7;0.4;0.7;0.4;;;;0.0;
2602;3017;П5.3;16.11.2022;119;855;856;854;;;;11.0;0.0;11.0;0.0;;;;;11.0;0.0;11.0;0.0;;Время речи учеников;3;306;2;72;7.0;1.0;0.5;0.0;0.5;0.0;;;;0.0;
2603;2717;П5.3;16.11.2022;117;771;770;773;;;;28.0;8.0;14.0;6.0;;;;;21.0;6.0;12.0;3.0;Работой  удовлетворена. Единственный наверное минус, что переполненный класс и не успеваешь за 40 минут охватить всех полностью вниманием. Хотя конечно же оно уделялось всем и в полной мере.;Время речи учеников;3;306;2;72;22.0;0.75;0.5357142857142857;0.351744921492718;0.5714285714285714;0.31943828249996997;;;;-0.0357142857142857;
2604;2718;П5.3;16.11.2022;117;770;771;773;;;;9.0;3.0;4.0;2.0;;;;;9.0;3.0;4.0;2.0;Работой полностью удовлетворена. Было очень интересно наблюдать за учениками. Урок прошел в положительной атмосфере и очень интересно.;Время речи учеников;3;306;2;72;22.0;1.0;0.5555555555555556;0.36851386559504445;0.5555555555555556;0.36851386559504445;;;;0.0;
2605;2919;П5.3;17.11.2022;127;928;929;927;2.0;4.0;2.0;3.0;1.0;2.0;0.0;;;;;3.0;1.0;2.0;0.0;Урокогм удовлетворена.Но нужно больше уделять внимание мишени 2. задавать наводящие вопросы, помогать с полным ответом.;Время речи учеников;3;307;2;73;2.0;1.0;0.6666666666666666;0.23570226039551584;0.6666666666666666;0.23570226039551584;;;;0.0;
2606;2920;П5.3;17.11.2022;127;929;928;927;9.0;4.0;2.0;4.0;1.0;2.0;1.0;;;;;4.0;1.0;2.0;1.0;уроком удовлетворена. Речь мишеней стала более уверенная, ответы продолжительные.;Время речи учеников;3;307;2;73;3.0;1.0;0.5;0.3535533905932738;0.5;0.3535533905932738;;;;0.0;
2607;2750;П5.3;17.11.2022;86;593;592;591;7.0;4.0;2.0;12.0;3.0;6.0;3.0;;;;;10.0;3.0;5.0;2.0;Уроком удовлетворена .Необходимо давать больше времени высказываться слабым ученика,но остальных в это время необходимо занять самостоятельной работой.(с текстом, с картой);Время речи учеников;3;307;2;73;26.0;0.8333333333333334;0.5;0.3535533905932738;0.55;0.35000000000000003;;;;-0.050000000000000044;
2608;3020;П5.3;17.11.2022;119;856;855;854;;;;17.0;0.0;0.0;17.0;;;;;8.0;0.0;0.0;8.0;;Время речи учеников;3;307;2;73;7.0;0.47058823529411764;0.0;0.0;0.0;0.0;;;;0.0;
2609;2646;П5.3;17.11.2022;82;539;540;538;;4.0;1.0;10.0;1.0;5.0;4.0;;;;;5.0;1.0;3.0;1.0;Учитель на хорошем уровне владел материалом. Продемонстрировал отличное владение педагогическим мастерством и методикой преподавания. Ученики показали умение работать с учебником, у доски, умение наблюдать, делать выводы по увиденному.;Время речи учеников;3;307;2;73;8.0;0.5;0.35;0.32015621187164245;0.5;0.31622776601683794;;;;-0.15000000000000002;
2610;2713;П5.3;17.11.2022;114;823;818;819;;4.0;2.0;3.0;0.0;3.0;0.0;;;;;3.0;0.0;3.0;0.0;Уроком удовлетворена, дети были активными. Старались отвечать полными ответами. Но  когда отвечали на вопросы: то нос морщили, то крутили волосы, то часали затылок.  Видно было, что дети немного нервничали. На будущее постараюсь снять напряжение у детей, немного отвлеч их от урока рассказать что-то интересное ( конечно по теме). Причиной напряжения может быть и подготовка домашнего задания. Ребенок не уверен, не помнит вот и нервничает.;Время речи учеников;3;307;2;73;7.0;1.0;0.5;0.0;0.5;0.0;;;;0.0;
2611;2645;П5.3;18.11.2022;82;540;539;538;;4.0;1.0;10.0;3.0;4.0;3.0;;;;;8.0;3.0;3.0;2.0;Учитель на хорошем уровне владел материалом. Продемонстрировал отличное владение педагогическим мастерством и методикой преподавания. Ученики показали умение работать с учебником, у доски, умение наблюдать, делать выводы по увиденному.;Время речи учеников;3;308;2;74;8.0;0.8;0.5;0.3872983346207417;0.5625;0.3903123748998999;;;;-0.0625;
2612;2775;П5.3;18.11.2022;98;633;632;631;3.0;4.0;2.0;3.0;0.0;2.0;1.0;;;;;3.0;0.0;2.0;1.0;Работа на уроке была хорошо организована.  Деит активно работали. Отвечали на поставленные вопросы. Были все довольны.;Время речи учеников;3;308;2;74;8.0;1.0;0.3333333333333333;0.23570226039551584;0.3333333333333333;0.23570226039551584;;;;0.0;
2613;2773;П5.3;21.11.2022;98;632;633;631;4.0;3.0;3.0;3.0;1.0;1.0;1.0;;;;;3.0;1.0;1.0;1.0;Уроком почти удовлетворён. Думаю нужно больше уделить внимания мишеням, активнее развивать речь.;Время речи учеников;3;311;2;77;9.0;1.0;0.5;0.408248290463863;0.5;0.408248290463863;;;;0.0;
2614;3093;П5.3;21.11.2022;94;601;600;599;7.0;4.0;1.0;10.0;5.0;2.0;3.0;;;;;10.0;5.0;2.0;3.0;;Время речи учеников;3;311;2;77;4.0;1.0;0.6;0.4358898943540674;0.6;0.4358898943540674;;;;0.0;
2615;2683;П5.3;21.11.2022;111;796;802;792;;3.0;2.0;19.0;6.0;9.0;4.0;;;;;19.0;6.0;9.0;4.0;Уроком удовлетворена. Работал весь класс . Урок показал положительную динамику обучающихся . Также в этот раз удалось найти верное рещение в работе с мишенями.   Ребята получают ситуацию успеха на уроке, что позволяет повысить уровень.;Время речи учеников;3;311;2;77;5.0;1.0;0.5526315789473685;0.35889951834173306;0.5526315789473685;0.35889951834173306;;;;0.0;
2616;2689;П5.3;21.11.2022;111;802;796;792;;3.0;2.0;12.0;2.0;7.0;3.0;;;;;11.0;2.0;7.0;2.0;Уроком осталась довольна.  Есть понимание, что вся работа не зря.;Время речи учеников;3;311;2;77;7.0;0.9166666666666666;0.4583333333333333;0.32004773949452536;0.5;0.30151134457776363;;;;-0.041666666666666685;
2617;2695;П5.3;21.11.2022;111;795;796;792;;3.0;2.0;21.0;7.0;13.0;1.0;;;;;21.0;7.0;13.0;1.0;Уроком удовлетворена. Работал весь класс . В уроке форма командной работы показала положительную динамику обучающихся . Также в этот раз удалось найти верное рещение в работе с мишенями.  Ярину спрашиваю ближе к концу урока, Кирилла -в начале. Ребята получают ситуацию успеха на уроке, что мотивирует и укрепляет  стремлении познань новое.;Время речи учеников;3;311;2;77;7.0;1.0;0.6428571428571429;0.2735506022160966;0.6428571428571429;0.2735506022160966;;;;0.0;
2618;2764;П5.3;21.11.2022;96;624;625;623;9.0;3.0;2.0;3.0;2.0;1.0;0.0;;;;;3.0;2.0;1.0;0.0;Уроком удовлетворена .Дети работали у доски и самостоятельно.Цели урока достигнуты.;Время речи учеников;3;311;2;77;27.0;1.0;0.8333333333333334;0.23570226039551584;0.8333333333333334;0.23570226039551584;;;;0.0;
2619;3100;П5.3;22.11.2022;94;939;603;599;4.0;4.0;3.0;9.0;2.0;4.0;3.0;;;;;9.0;2.0;4.0;3.0;Уроком удовлетворена. Поставила цель- научить детей давать полный азвернутый ответ, уделять больше времени для ответа слабым ученикам. Для достижения цели использовать разнообразные упражнения для развития речи, придумывать вопросы к уроку и для конкретных учеников.;Время речи учеников;3;312;2;78;7.0;1.0;0.4444444444444444;0.36851386559504445;0.4444444444444444;0.36851386559504445;;;;0.0;
2620;3105;П5.3;22.11.2022;94;603;939;599;3.0;4.0;2.0;3.0;0.0;1.0;2.0;;;;;3.0;0.0;1.0;2.0;Уроком удовлетворена, надо добиться, чтобы дети отвечали полным ответом, рассуждали, приводили примеры. Задавать правильные вопросы, давать больше времени на ответы и размышления.;Время речи учеников;3;312;2;78;7.0;1.0;0.16666666666666666;0.23570226039551584;0.16666666666666666;0.23570226039551584;;;;0.0;
2621;2664;П5.3;23.11.2022;78;558;555;554;8.0;3.0;2.0;7.0;2.0;3.0;2.0;;;;;7.0;2.0;3.0;2.0;"Моя цель - добиваться полных ответов за небольшое время, активности ""мишени"" на уроке. ";Время речи учеников;3;313;2;79;7.0;1.0;0.5;0.3779644730092272;0.5;0.3779644730092272;;;;0.0;
2622;2948;П5.3;23.11.2022;120;887;886;885;5.0;4.0;1.0;15.0;3.0;10.0;2.0;;;;;14.0;3.0;9.0;2.0;Да, буду применять этот метод чаще, с разными учениками. ;Время речи учеников;3;313;2;79;34.0;0.9333333333333333;0.5333333333333333;0.28674417556808757;0.5357142857142857;0.2966651379613598;;;;-0.0023809523809523725;
2623;2704;П5.3;23.11.2022;114;821;820;819;7.0;4.0;4.0;4.0;0.0;3.0;1.0;;;;;4.0;0.0;3.0;1.0;Уроком удовлетворена. Составлю беседу с Мишей о правилах поведения на уроке, об уважении к своим одноклассникам.;Время речи учеников;3;313;2;79;7.0;1.0;0.375;0.21650635094610965;0.375;0.21650635094610965;;;;0.0;
2624;2712;П5.3;24.11.2022;114;820;821;819;7.0;4.0;4.0;4.0;2.0;1.0;1.0;;;;;4.0;2.0;1.0;1.0;Уроком удовлетворена. Активность мишени повысилась. Учение принимает участие в беседе наравне с сильными учениками, дает правильные ответы. Чаще стал выполнять домашнее задание. Делает дома рисунки и таблицы. Появилась тетрадь по предмету, но иногда она пропадает. Свою цель вижу в том, чтобы развивать у у ченика чувство ответственности, сдержанности и уважения к своим одноклассникам. Для этого буду хвалить его за хорошо сделанную работу, отмечать его маленькие победы, настраивать на дальнейшее достижение успехов.;Время речи учеников;3;314;2;80;9.0;1.0;0.625;0.414578098794425;0.625;0.414578098794425;;;;0.0;
2625;2658;П5.3;25.11.2022;78;555;558;554;8.0;3.0;3.0;8.0;2.0;4.0;2.0;;;;;8.0;2.0;4.0;2.0;;Время речи учеников;3;315;2;81;7.0;1.0;0.5;0.3535533905932738;0.5;0.3535533905932738;;;;0.0;
2626;2700;П5.3;25.11.2022;111;800;799;793;6.0;4.0;1.0;14.0;6.0;4.0;4.0;;;;;10.0;5.0;3.0;2.0;Уроком удовлетворена. Менять ничего не надо. Получила итоговый рефлексивный отчет. Собираюсь с мыслями его написания.;Время речи учеников;3;315;2;81;7.0;0.7142857142857143;0.5714285714285714;0.4164965639175215;0.65;0.3905124837953327;;;;-0.07857142857142863;
2627;2703;П5.3;25.11.2022;111;799;800;793;8.0;4.0;1.0;19.0;5.0;6.0;8.0;;;;;17.0;5.0;5.0;7.0;Удовлетворена уроком полностью. Ничего менять не надо. Идем к завершению курса и подведению итогов методики.;Время речи учеников;3;315;2;81;7.0;0.8947368421052632;0.42105263157894735;0.4059802268563556;0.4411764705882353;0.4159451654038515;;;;-0.020123839009287936;
2628;2716;П5.3;25.11.2022;114;818;823;819;3.0;4.0;1.0;3.0;0.0;3.0;0.0;;;;;3.0;0.0;3.0;0.0;Удолетворена уроком. Хотелось бы, чтобы у детей сформировалась привычка давать полный, развернутый ответ. Думаю, что мне нужно еще им переодически напоминать и поправлять, если обучающийся поспешил и ответил очень кратко. Хвалить за хорошие ответы.;Время речи учеников;3;315;2;81;7.0;1.0;0.5;0.0;0.5;0.0;;;;0.0;
2629;3086;П5.3;28.11.2022;94;600;601;599;8.0;4.0;4.0;9.0;1.0;4.0;4.0;;;;;9.0;1.0;4.0;4.0;Отрабатывали навыки монологического высказывания. Учащиеся пользуются планом, но слабые учащиеся испытывают затруднения, с трудом подбирают слова. Бедный словарный запас. Продолжить работу (расширять словарный запас, совершенствовать навыки монологического высказывания).;Время речи учеников;3;318;2;84;3.0;1.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;;;;0.0;
2630;2951;П5.3;29.11.2022;120;886;887;885;4.0;3.0;1.0;6.0;4.0;1.0;1.0;;;;;6.0;4.0;1.0;1.0;;Время речи учеников;3;319;2;85;0.0;1.0;0.75;0.3818813079129867;0.75;0.3818813079129867;;;;0.0;
2631;1288;П6.1;06.04.2022;111;796;795;794;;;;21.0;;;;;;;;19.0;;;;;Правила речи;1;82;1;82;7.0;0.9047619047619048;;;;;;;;;
2632;1289;П6.1;06.04.2022;111;795;796;794;;;;21.0;;;;;;;;21.0;;;;;Правила речи;1;82;1;82;7.0;1.0;;;;;;;;;
2633;232;П6.1;13.04.2022;70;493;494;492;;;;2.0;;;;;;;;2.0;;;;"На уроке старалась вовлечь в работу и сильного, и слабого ученика. Терпеливо жду ответа от ребёнка с ОВЗ, не тороплю, подхваливаю его. Напоминаю ему вопрос, стараюсь быть доброжелательной и настойчивой. Не ""бросаем"" вопрос, если не сразу готов ответ на него. На помощь приходит сильный ученик, но не с готовым ответом, а только с лёгкой подсказкой, намёком. Вместе приходим к правильному ответу.";Правила речи;1;89;1;89;6.0;1.0;;;;;;;;;
2634;238;П6.1;18.04.2022;70;494;493;492;;;;2.0;;;;;;;;2.0;;;;В классе оба  ребёнка с ОВЗ (ЗПР). У одного- дефект речи. Правильные и чёткие ответы дают не сразу и не всегда. Приходится настойчиво добиваться ответов,  подхваливая, подбадривая детей. Несколько раз повторяю вопрос, учимся из формулировки вопроса выбирать слова для ответа. Так сообща приходим к правильному ответу. Если вопрос лёгкий, мальчик может ответить самостоятельно и правильно. Девочке это сделать не удаётся. ;Правила речи;1;94;1;94;26.0;1.0;;;;;;;;;
2635;1206;П6.1;04.05.2022;128;736;735;734;;;;7.0;;;;;;;;7.0;;;;;Правила речи;1;110;1;110;6.0;1.0;;;;;;;;;
2636;1208;П6.1;05.05.2022;128;735;736;734;;;;9.0;;;;;;;;7.0;;;;;Правила речи;1;111;1;111;8.0;0.7777777777777778;;;;;;;;;
2637;444;П6.1;11.05.2022;92;585;586;584;;;;9.0;;;;;;;;8.0;;;;Повторение вопроса учителя дает более высокий шанс ответа ребенка. Разработать единые правила и предложить учителям, работающим в данном классе.;Правила речи;1;117;1;117;14.0;0.8888888888888888;;;;;;;;;
2638;1114;П6.1;16.05.2022;74;490;489;488;;;;14.0;;;;;;;;10.0;;;;"Да, урок понравился. Ребята на уроке были активны все. Кто-то из-за сложившейся ситуации ""соревнования"" пытался ответить быстро, при этом допуская большое количество ошибок. Потом все допущенные ошибки были осмыслены и исправлены. Главное, когда ребенок сам заметит ошибку, исправит её самостоятельно.";Правила речи;1;122;1;122;11.0;0.7142857142857143;;;;;;;;;
2639;441;П6.1;16.05.2022;92;586;585;584;;;;8.0;;;;;;;;8.0;;;;удовлетворена, что большая часть класса выполнила правила речи, соответственно составленной мной схемы. Отработать  правила  речи.;Правила речи;1;122;1;122;21.0;1.0;;;;;;;;;
2640;1111;П6.1;17.05.2022;74;489;490;488;;;;13.0;;;;;;;;9.0;;;;Урок был хорошо простроен. Уроком осталась довольна! Умственные действия опирались и подкреплялись практическими. Учебный материал на протяжении всего урока работал на организацию посильного поиска и исследования семиклассников.;Правила речи;1;123;1;123;21.0;0.6923076923076923;;;;;;;;;
2641;1695;П6.1;19.05.2022;112;785;786;779;;;;23.0;;;;;;;;16.0;;;;удовлетворена.  Необходимо использовать несколько способов предьявление информации при постановке вопросов;Правила речи;1;125;1;125;21.0;0.6956521739130435;;;;;;;;;
2642;1696;П6.1;19.05.2022;112;786;785;779;;;;27.0;;;;;;;;17.0;;;;удовлетворена.  Необходимо повышать мотивацию на уроке;Правила речи;1;125;1;125;22.0;0.6296296296296297;;;;;;;;;
2643;497;П6.1;26.05.2022;106;691;692;693;;;;4.0;;;;;;;;4.0;;;;Ответы учеников по предложенной схеме помогают ребятам «организовать» себя для ответа. Быть постоянно в «теме» урока. Демонстрировать имеющийся объем знаний, а так же дает возможность показать свое видение вопроса или предположить другую стратегию (предполагаемую) развития событий.;Правила речи;1;132;1;132;28.0;1.0;;;;;;;;;
2644;1856;П6.1;06.09.2022;121;942;905;909;;;;11.0;;;;;;;;6.0;;;;Уроком удовлетворена. Задействовать при ответах больше обучающихся. Переформулировать вопрос, если возникают трудности при ответах.;Правила речи;1;235;2;1;;0.5454545454545454;;;;;;;;;
2645;1853;П6.1;21.09.2022;121;907;908;911;;;;14.0;;;;;;;;6.0;;;;Увеличить количество отвечавших учеников. Добиться выполнения правила с первой попытки, конкретнее формулировать вопросы;Правила речи;1;250;2;16;;0.42857142857142855;;;;;;;;;
2646;1851;П6.1;26.09.2022;121;941;903;910;;;;9.0;;;;;;;;9.0;;;;"Наблюдаемый урок ""Технология"" для учеников даётся гораздо легче чем другие. Дети проявляют интерес к изучаемому материалу, а значит активнорсть на уроке высока, хотя уровень класса-ниже-среднего. Учитель формулирует открытые вопросы, ученики стараются дать развёрнутые ответы, при неудачном ответе учитель помогает. ДЛя более успешного достижения цели планируется наблюдение еще одного урока по данной теме.";Правила речи;1;255;2;21;;1.0;;;;;;;;;
2647;2572;П6.1;05.10.2022;101;954;654;650;7.0;3.0;3.0;17.0;;;;27.0;;;;16.0;;;;Уроком довольна, но есть над чекм работать;Правила речи;1;264;2;30;14.0;0.9411764705882353;;;;;;;;;
2648;2469;П6.1;11.10.2022;85;569;570;568;8.0;4.0;1.0;8.0;;;;21.0;;;;8.0;;;;Учащиеся вели себя уверенно. Полностью выполнен план урока. ;Правила речи;1;270;2;36;7.0;1.0;;;;;;;;;
2649;2309;П6.1;12.10.2022;74;489;490;488;6.0;4.0;1.0;14.0;;;;16.0;;;;12.0;;;;Я полностью удовлетворена проведенным уроком. Считаю, что менять ничего не нужно. Цель-больше точных и полных ответов детей на уроках. Я понимаю, как нужно достичь этой цели;Правила речи;1;271;2;37;15.0;0.8571428571428571;;;;;;;;;
2650;2327;П6.1;12.10.2022;109;704;703;702;7.0;3.0;2.0;31.0;;;;38.0;;;;26.0;;;;"Необходимо довести до автоматизма полные ответы детей. Разговорить ребёнка ""молчуна"", от которого очень трудно добиться ответа.";Правила речи;1;271;2;37;16.0;0.8387096774193549;;;;;;;;;
2651;2328;П6.1;12.10.2022;109;703;704;702;7.0;3.0;2.0;29.0;;;;36.0;;;;24.0;;;;Да, удовлетворена. Нужно обязательно оформить плакат со схемой ответа, для того чтобы дети глазами за него цеплялись. Потом, когда привыкнут давать полный ответ, можно убрать;Правила речи;1;271;2;37;16.0;0.8275862068965517;;;;;;;;;
2652;3066;П6.1;12.10.2022;74;489;490;488;6.0;4.0;1.0;14.0;;;;16.0;;;;12.0;;;;Я полностью удовлетворена проведенным уроком. Считаю, что менять ничего не нужно. Цель-больше точных и полных ответов детей на уроках. Я понимаю, как нужно достичь этой цели;Правила речи;1;271;2;37;0.0;0.8571428571428571;;;;;;;;;
2653;2320;П6.1;12.10.2022;128;736;741;734;1.0;4.0;1.0;10.0;;;;22.0;;;;10.0;;;;Добиваться выполнения правила на каждом уроке;Правила речи;1;271;2;37;14.0;1.0;;;;;;;;;
2654;2580;П6.1;13.10.2022;101;652;651;649;4.0;3.0;1.0;18.0;;;;32.0;;;;14.0;;;;Ердякова С.В.: В целом уроком удовлетворена. Старалась, чтобы ребята давали как можно больше полных и верных ответов. ;Правила речи;1;272;2;38;15.0;0.7777777777777778;;;;;;;;;
2655;2614;П6.1;13.10.2022;111;797;798;790;4.0;;;24.0;;;;18.0;;;;18.0;;;;Уроком довольна. Учащиеся давали правильные полные ответы на вопросы учителя. Те, кто сразу не справились с ответом, смогли поправить его после помощи учителя. Учительница была доброжелательна и настойчива  к обучающимся.;Правила речи;1;272;2;38;15.0;0.75;;;;;;;;;
2656;2470;П6.1;13.10.2022;85;570;569;568;3.0;3.0;4.0;10.0;;;;14.0;;;;7.0;;;;Изменить форму опроса.;Правила речи;1;272;2;38;7.0;0.7;;;;;;;;;
2657;2577;П6.1;14.10.2022;101;651;652;649;3.0;4.0;1.0;16.0;;;;36.0;;;;14.0;;;;Постникова С.В.: Уроком в целом удовлетворена. Ребята работали достаточно активно, в основном давали полные ответы. В свою очередь, старалась комментировать ответы обучающихся. ;Правила речи;1;273;2;39;15.0;0.875;;;;;;;;;
2658;2434;П6.1;14.10.2022;82;540;539;538;6.0;4.0;1.0;10.0;;;;19.0;;;;8.0;;;;Уроком удовлетворена. Планирую изменить форму опроса.;Правила речи;1;273;2;39;8.0;0.8;;;;;;;;;
2659;2435;П6.1;14.10.2022;82;539;540;538;3.0;4.0;2.0;10.0;;;;25.0;;;;9.0;;;;Уроком удовлетварена. ;Правила речи;1;273;2;39;8.0;0.9;;;;;;;;;
2660;2360;П6.1;17.10.2022;128;739;738;737;6.0;3.0;2.0;9.0;;;;23.0;;;;9.0;;;; Большая часть отвечавших   детей затрудняются правильно сформулировать ответ на поставленный вопрос. Но они стараются  и с помощью у них  получается полностью выполнить правило. Обязательно продолжу работу над постановкой правильных ответов. ;Правила речи;1;276;2;42;6.0;1.0;;;;;;;;;
2661;2361;П6.1;17.10.2022;128;738;739;737;5.0;3.0;2.0;3.0;;;;10.0;;;;3.0;;;; В большинстве  дети затрудняются правильно сформулировать ответ на поставленный вопрос. Но они стараются  и это у них неплохо получается. ;Правила речи;1;276;2;42;6.0;1.0;;;;;;;;;
2662;2370;П6.1;18.10.2022;130;763;945;760;8.0;3.0;2.0;5.0;;;;7.0;;;;5.0;;;;Уроком удовлетворена, но всегда хочется изменить что либо к лучшему. Пока не знаю, что именно.;Правила речи;1;277;2;43;28.0;1.0;;;;;;;;;
2663;2371;П6.1;19.10.2022;130;945;763;760;4.0;3.0;2.0;4.0;;;;4.0;;;;4.0;;;;Урок прошел как обычно. ;Правила речи;1;278;2;44;30.0;1.0;;;;;;;;;
2664;2547;П6.1;19.10.2022;96;624;625;623;7.0;3.0;2.0;7.0;;;;13.0;;;;7.0;;;;Урок удовлетворена.Повторить отдельным ученикам орфографические навыки;Правила речи;1;278;2;44;19.0;1.0;;;;;;;;;
2665;2417;П6.1;19.10.2022;84;565;566;564;2.0;1.0;4.0;3.0;;;;11.0;;;;3.0;;;;Большинство детей частично отвечали на вопросы учителя. Целью было достичь полного ответа детей. Поэтому я не совсем довольна уроком. ;Правила речи;1;278;2;44;21.0;1.0;;;;;;;;;
